Campaign,Year,Season,Date,Observer,site,Habitat,Transect,Substrate,proportion
6,2007,Mar,2/2/2007,Yannick Chancerelle,Gendron,Outer slope,1,Rubble,0.02
6,2007,Mar,2/2/2007,Yannick Chancerelle,Gendron,Outer slope,1,Sand,0.06
6,2007,Mar,2/2/2007,Yannick Chancerelle,Gendron,Outer slope,1,Pavement,0.52
6,2007,Mar,2/2/2007,Yannick Chancerelle,Gendron,Outer slope,2,Acropora,0.02
6,2007,Mar,2/2/2007,Yannick Chancerelle,Gendron,Outer slope,2,Millepora,0.06
6,2007,Mar,2/2/2007,Yannick Chancerelle,Gendron,Outer slope,2,Astreopora,0.02
6,2007,Mar,2/2/2007,Yannick Chancerelle,Gendron,Outer slope,2,Pocillopora,0.16
6,2007,Mar,2/2/2007,Yannick Chancerelle,Gendron,Outer slope,2,Porites,0.04
6,2007,Mar,2/2/2007,Yannick Chancerelle,Gendron,Outer slope,2,Macroalgae,0.04
6,2007,Mar,2/2/2007,Yannick Chancerelle,Gendron,Outer slope,2,Rubble,0.12
6,2007,Mar,2/2/2007,Yannick Chancerelle,Gendron,Outer slope,2,Sand,0.08
6,2007,Mar,2/2/2007,Yannick Chancerelle,Gendron,Outer slope,2,Pavement,0.46
6,2007,Mar,2/2/2007,Yannick Chancerelle,Gendron,Outer slope,3,Millepora,0.02
6,2007,Mar,2/2/2007,Yannick Chancerelle,Gendron,Outer slope,3,Montipora,0.02
6,2007,Mar,2/2/2007,Yannick Chancerelle,Gendron,Outer slope,3,Pavona,0.02
6,2007,Mar,2/2/2007,Yannick Chancerelle,Gendron,Outer slope,3,Pocillopora,0.16
6,2007,Mar,2/2/2007,Yannick Chancerelle,Gendron,Outer slope,3,Porites,0.04
6,2007,Mar,2/2/2007,Yannick Chancerelle,Gendron,Outer slope,3,Dead coral,0.02
6,2007,Mar,2/2/2007,Yannick Chancerelle,Gendron,Outer slope,3,Macroalgae,0.04
6,2007,Mar,2/2/2007,Yannick Chancerelle,Gendron,Outer slope,3,Rubble,0.1
6,2007,Mar,2/2/2007,Yannick Chancerelle,Gendron,Outer slope,3,Pavement,0.58
6,2007,Mar,3/2/2007,Gerick Bergsma,Haapiti,Barrier reef,1,Acropora,0.04
6,2007,Mar,3/2/2007,Gerick Bergsma,Haapiti,Barrier reef,1,Montipora,0.1
6,2007,Mar,3/2/2007,Gerick Bergsma,Haapiti,Barrier reef,1,Pocillopora,0.04
6,2007,Mar,3/2/2007,Gerick Bergsma,Haapiti,Barrier reef,1,Porites,0.14
6,2007,Mar,3/2/2007,Gerick Bergsma,Haapiti,Barrier reef,1,Rubble,0.28
6,2007,Mar,3/2/2007,Gerick Bergsma,Haapiti,Barrier reef,1,Sand,0.14
6,2007,Mar,3/2/2007,Gerick Bergsma,Haapiti,Barrier reef,1,Stegastes Turf,0.06
6,2007,Mar,3/2/2007,Gerick Bergsma,Haapiti,Barrier reef,1,Pavement,0.2
6,2007,Mar,3/2/2007,Gerick Bergsma,Haapiti,Barrier reef,2,Acropora,0.02
6,2007,Mar,3/2/2007,Gerick Bergsma,Haapiti,Barrier reef,2,Montipora,0.08
6,2007,Mar,3/2/2007,Gerick Bergsma,Haapiti,Barrier reef,2,Pocillopora,0.08
6,2007,Mar,3/2/2007,Gerick Bergsma,Haapiti,Barrier reef,2,Porites,0.02
6,2007,Mar,3/2/2007,Gerick Bergsma,Haapiti,Barrier reef,2,Rubble,0.38
6,2007,Mar,3/2/2007,Gerick Bergsma,Haapiti,Barrier reef,2,Sand,0.12
6,2007,Mar,3/2/2007,Gerick Bergsma,Haapiti,Barrier reef,2,Stegastes Turf,0.06
6,2007,Mar,3/2/2007,Gerick Bergsma,Haapiti,Barrier reef,2,Pavement,0.24
6,2007,Mar,3/2/2007,Gerick Bergsma,Haapiti,Barrier reef,3,Fungia,0.02
6,2007,Mar,3/2/2007,Gerick Bergsma,Haapiti,Barrier reef,3,Montipora,0.06
6,2007,Mar,3/2/2007,Gerick Bergsma,Haapiti,Barrier reef,3,Pocillopora,0.1
6,2007,Mar,3/2/2007,Gerick Bergsma,Haapiti,Barrier reef,3,Porites,0.16
6,2007,Mar,3/2/2007,Gerick Bergsma,Haapiti,Barrier reef,3,Rubble,0.06
6,2007,Mar,3/2/2007,Gerick Bergsma,Haapiti,Barrier reef,3,Sand,0.04
6,2007,Mar,3/2/2007,Gerick Bergsma,Haapiti,Barrier reef,3,Stegastes Turf,0.02
6,2007,Mar,3/2/2007,Gerick Bergsma,Haapiti,Barrier reef,3,Pavement,0.54
6,2007,Mar,3/2/2007,Gerick Bergsma,Haapiti,Fringing reef,1,Montipora,0.06
6,2007,Mar,3/2/2007,Gerick Bergsma,Haapiti,Fringing reef,1,Porites,0.06
6,2007,Mar,3/2/2007,Gerick Bergsma,Haapiti,Fringing reef,1,Synarea,0.08
6,2007,Mar,3/2/2007,Gerick Bergsma,Haapiti,Fringing reef,1,Cyanophycea,0.58
6,2007,Mar,3/2/2007,Gerick Bergsma,Haapiti,Fringing reef,1,Halimeda,0.02
6,2007,Mar,3/2/2007,Gerick Bergsma,Haapiti,Fringing reef,1,Sand,0.16
6,2007,Mar,3/2/2007,Gerick Bergsma,Haapiti,Fringing reef,1,Stegastes Turf,0.04
6,2007,Mar,3/2/2007,Gerick Bergsma,Haapiti,Fringing reef,2,Montipora,0.04
6,2007,Mar,3/2/2007,Gerick Bergsma,Haapiti,Fringing reef,2,Pavona,0.02
6,2007,Mar,3/2/2007,Gerick Bergsma,Haapiti,Fringing reef,2,Pocillopora,0.58
6,2007,Mar,3/2/2007,Gerick Bergsma,Haapiti,Fringing reef,2,Porites,0.02
6,2007,Mar,3/2/2007,Gerick Bergsma,Haapiti,Fringing reef,2,Synarea,0.04
6,2007,Mar,3/2/2007,Gerick Bergsma,Haapiti,Fringing reef,2,Sand,0.22
6,2007,Mar,3/2/2007,Gerick Bergsma,Haapiti,Fringing reef,2,Pavement,0.08
6,2007,Mar,3/2/2007,Gerick Bergsma,Haapiti,Fringing reef,3,Montipora,0.14
6,2007,Mar,3/2/2007,Gerick Bergsma,Haapiti,Fringing reef,3,Synarea,0.6
6,2007,Mar,3/2/2007,Gerick Bergsma,Haapiti,Fringing reef,3,Halimeda,0.02
6,2007,Mar,3/2/2007,Gerick Bergsma,Haapiti,Fringing reef,3,Sand,0.12
6,2007,Mar,3/2/2007,Gerick Bergsma,Haapiti,Fringing reef,3,Stegastes Turf,0.02
6,2007,Mar,3/2/2007,Gerick Bergsma,Haapiti,Fringing reef,3,Pavement,0.1
6,2007,Mar,7/2/2007,Yannick Chancerelle,Haapiti,Outer slope,1,Acropora,0.04
6,2007,Mar,7/2/2007,Yannick Chancerelle,Haapiti,Outer slope,1,Astreopora,0.02
6,2007,Mar,7/2/2007,Yannick Chancerelle,Haapiti,Outer slope,1,Leptastrea,0.02
6,2007,Mar,7/2/2007,Yannick Chancerelle,Haapiti,Outer slope,1,Montipora,0.04
6,2007,Mar,7/2/2007,Yannick Chancerelle,Haapiti,Outer slope,1,Pocillopora,0.14
6,2007,Mar,7/2/2007,Yannick Chancerelle,Haapiti,Outer slope,1,Porites,0.02
6,2007,Mar,7/2/2007,Yannick Chancerelle,Haapiti,Outer slope,1,Rubble,0.08
6,2007,Mar,7/2/2007,Yannick Chancerelle,Haapiti,Outer slope,1,Sand,0.02
6,2007,Mar,7/2/2007,Yannick Chancerelle,Haapiti,Outer slope,1,Other,0.02
6,2007,Mar,7/2/2007,Yannick Chancerelle,Haapiti,Outer slope,1,Pavement,0.6
6,2007,Mar,7/2/2007,Yannick Chancerelle,Haapiti,Outer slope,2,Montipora,0.02
6,2007,Mar,7/2/2007,Yannick Chancerelle,Haapiti,Outer slope,2,Pavona,0.02
6,2007,Mar,7/2/2007,Yannick Chancerelle,Haapiti,Outer slope,2,Pocillopora,0.04
6,2007,Mar,7/2/2007,Yannick Chancerelle,Haapiti,Outer slope,2,Porites,0.02
6,2007,Mar,7/2/2007,Yannick Chancerelle,Haapiti,Outer slope,2,Dead coral,0.02
6,2007,Mar,7/2/2007,Yannick Chancerelle,Haapiti,Outer slope,2,Halimeda,0.02
6,2007,Mar,7/2/2007,Yannick Chancerelle,Haapiti,Outer slope,2,Rubble,0.04
6,2007,Mar,7/2/2007,Yannick Chancerelle,Haapiti,Outer slope,2,Sand,0.02
6,2007,Mar,7/2/2007,Yannick Chancerelle,Haapiti,Outer slope,2,Pavement,0.8
6,2007,Mar,7/2/2007,Yannick Chancerelle,Haapiti,Outer slope,3,Astreopora,0.02
6,2007,Mar,7/2/2007,Yannick Chancerelle,Haapiti,Outer slope,3,Montipora,0.04
6,2007,Mar,7/2/2007,Yannick Chancerelle,Haapiti,Outer slope,3,Pocillopora,0.04
6,2007,Mar,7/2/2007,Yannick Chancerelle,Haapiti,Outer slope,3,Porites,0.02
6,2007,Mar,7/2/2007,Yannick Chancerelle,Haapiti,Outer slope,3,Dead coral,0.02
6,2007,Mar,7/2/2007,Yannick Chancerelle,Haapiti,Outer slope,3,Halimeda,0.02
6,2007,Mar,7/2/2007,Yannick Chancerelle,Haapiti,Outer slope,3,Rubble,0.02
6,2007,Mar,7/2/2007,Yannick Chancerelle,Haapiti,Outer slope,3,Sand,0.02
6,2007,Mar,7/2/2007,Yannick Chancerelle,Haapiti,Outer slope,3,Pavement,0.8
6,2007,Mar,3/2/2007,Gerick Bergsma,Maatea,Barrier reef,1,Montipora,0.04
6,2007,Mar,3/2/2007,Gerick Bergsma,Maatea,Barrier reef,1,Rubble,0.8
6,2007,Mar,3/2/2007,Gerick Bergsma,Maatea,Barrier reef,1,Pavement,0.16
6,2007,Mar,3/2/2007,Gerick Bergsma,Maatea,Barrier reef,2,Montipora,0.04
6,2007,Mar,3/2/2007,Gerick Bergsma,Maatea,Barrier reef,2,Rubble,0.52
6,2007,Mar,3/2/2007,Gerick Bergsma,Maatea,Barrier reef,2,Sand,0.42
6,2007,Mar,3/2/2007,Gerick Bergsma,Maatea,Barrier reef,2,Pavement,0.02
6,2007,Mar,3/2/2007,Gerick Bergsma,Maatea,Barrier reef,3,Montipora,0.08
6,2007,Mar,3/2/2007,Gerick Bergsma,Maatea,Barrier reef,3,Pocillopora,0.08
6,2007,Mar,3/2/2007,Gerick Bergsma,Maatea,Barrier reef,3,Rubble,0.14
6,2007,Mar,3/2/2007,Gerick Bergsma,Maatea,Barrier reef,3,Sand,0.7
6,2007,Mar,3/2/2007,Gerick Bergsma,Maatea,Fringing reef,1,Porites,0.1
6,2007,Mar,3/2/2007,Gerick Bergsma,Maatea,Fringing reef,1,Synarea,0.02
6,2007,Mar,3/2/2007,Gerick Bergsma,Maatea,Fringing reef,1,Rubble,0.06
6,2007,Mar,3/2/2007,Gerick Bergsma,Maatea,Fringing reef,1,Sand,0.58
6,2007,Mar,3/2/2007,Gerick Bergsma,Maatea,Fringing reef,1,Stegastes Turf,0.1
6,2007,Mar,3/2/2007,Gerick Bergsma,Maatea,Fringing reef,1,Pavement,0.14
6,2007,Mar,3/2/2007,Gerick Bergsma,Maatea,Fringing reef,2,Porites,0.36
6,2007,Mar,3/2/2007,Gerick Bergsma,Maatea,Fringing reef,2,Sand,0.2
6,2007,Mar,3/2/2007,Gerick Bergsma,Maatea,Fringing reef,2,Stegastes Turf,0.12
6,2007,Mar,3/2/2007,Gerick Bergsma,Maatea,Fringing reef,2,Pavement,0.32
6,2007,Mar,3/2/2007,Gerick Bergsma,Maatea,Fringing reef,3,Montipora,0.02
6,2007,Mar,3/2/2007,Gerick Bergsma,Maatea,Fringing reef,3,Porites,0.28
6,2007,Mar,3/2/2007,Gerick Bergsma,Maatea,Fringing reef,3,Synarea,0.02
6,2007,Mar,3/2/2007,Gerick Bergsma,Maatea,Fringing reef,3,Rubble,0.2
6,2007,Mar,3/2/2007,Gerick Bergsma,Maatea,Fringing reef,3,Sand,0.06
6,2007,Mar,3/2/2007,Gerick Bergsma,Maatea,Fringing reef,3,Stegastes Turf,0.38
6,2007,Mar,3/2/2007,Gerick Bergsma,Maatea,Fringing reef,3,Pavement,0.04
6,2007,Mar,7/2/2007,Yannick Chancerelle,Maatea,Outer slope,1,Acropora,0.02
6,2007,Mar,7/2/2007,Yannick Chancerelle,Maatea,Outer slope,1,Montipora,0.04
6,2007,Mar,7/2/2007,Yannick Chancerelle,Maatea,Outer slope,1,Pocillopora,0.2
6,2007,Mar,7/2/2007,Yannick Chancerelle,Maatea,Outer slope,1,Porites,0.04
6,2007,Mar,7/2/2007,Yannick Chancerelle,Maatea,Outer slope,1,Napopora,0.02
6,2007,Mar,7/2/2007,Yannick Chancerelle,Maatea,Outer slope,1,Dead coral,0.06
6,2007,Mar,7/2/2007,Yannick Chancerelle,Maatea,Outer slope,1,Macroalgae,0.02
6,2007,Mar,7/2/2007,Yannick Chancerelle,Maatea,Outer slope,1,Halimeda,0.02
6,2007,Mar,7/2/2007,Yannick Chancerelle,Maatea,Outer slope,1,Rubble,0.18
6,2007,Mar,7/2/2007,Yannick Chancerelle,Maatea,Outer slope,1,Pavement,0.4
6,2007,Mar,7/2/2007,Yannick Chancerelle,Maatea,Outer slope,2,Acropora,0.02
6,2007,Mar,7/2/2007,Yannick Chancerelle,Maatea,Outer slope,2,Leptastrea,0.02
6,2007,Mar,7/2/2007,Yannick Chancerelle,Maatea,Outer slope,2,Pocillopora,0.22
6,2007,Mar,7/2/2007,Yannick Chancerelle,Maatea,Outer slope,2,Porites,0.04
6,2007,Mar,7/2/2007,Yannick Chancerelle,Maatea,Outer slope,2,Dead coral,0.06
6,2007,Mar,7/2/2007,Yannick Chancerelle,Maatea,Outer slope,2,Macroalgae,0.02
6,2007,Mar,7/2/2007,Yannick Chancerelle,Maatea,Outer slope,2,Halimeda,0.02
6,2007,Mar,7/2/2007,Yannick Chancerelle,Maatea,Outer slope,2,Rubble,0.12
6,2007,Mar,7/2/2007,Yannick Chancerelle,Maatea,Outer slope,2,Pavement,0.48
6,2007,Mar,7/2/2007,Yannick Chancerelle,Maatea,Outer slope,3,Montipora,0.02
6,2007,Mar,7/2/2007,Yannick Chancerelle,Maatea,Outer slope,3,Pocillopora,0.14
6,2007,Mar,7/2/2007,Yannick Chancerelle,Maatea,Outer slope,3,Porites,0.06
6,2007,Mar,7/2/2007,Yannick Chancerelle,Maatea,Outer slope,3,Boodlea,0.02
6,2007,Mar,7/2/2007,Yannick Chancerelle,Maatea,Outer slope,3,Halimeda,0.02
6,2007,Mar,7/2/2007,Yannick Chancerelle,Maatea,Outer slope,3,Rubble,0.14
6,2007,Mar,7/2/2007,Yannick Chancerelle,Maatea,Outer slope,3,Pavement,0.6
6,2007,Mar,2/2/2007,Gerick Bergsma,Motu Ahi,Barrier reef,1,Montipora,0.14
6,2007,Mar,2/2/2007,Gerick Bergsma,Motu Ahi,Barrier reef,1,Porites,0.08
6,2007,Mar,2/2/2007,Gerick Bergsma,Motu Ahi,Barrier reef,1,Rubble,0.54
6,2007,Mar,2/2/2007,Gerick Bergsma,Motu Ahi,Barrier reef,1,Sand,0.06
6,2007,Mar,2/2/2007,Gerick Bergsma,Motu Ahi,Barrier reef,1,Pavement,0.18
6,2007,Mar,2/2/2007,Gerick Bergsma,Motu Ahi,Barrier reef,2,Montipora,0.18
6,2007,Mar,2/2/2007,Gerick Bergsma,Motu Ahi,Barrier reef,2,Porites,0.02
6,2007,Mar,2/2/2007,Gerick Bergsma,Motu Ahi,Barrier reef,2,Synarea,0.02
6,2007,Mar,2/2/2007,Gerick Bergsma,Motu Ahi,Barrier reef,2,Rubble,0.56
6,2007,Mar,2/2/2007,Gerick Bergsma,Motu Ahi,Barrier reef,2,Sand,0.2
6,2007,Mar,2/2/2007,Gerick Bergsma,Motu Ahi,Barrier reef,2,Stegastes Turf,0.02
6,2007,Mar,2/2/2007,Gerick Bergsma,Motu Ahi,Barrier reef,3,Montipora,0.06
6,2007,Mar,2/2/2007,Gerick Bergsma,Motu Ahi,Barrier reef,3,Porites,0.08
6,2007,Mar,2/2/2007,Gerick Bergsma,Motu Ahi,Barrier reef,3,Synarea,0.14
6,2007,Mar,2/2/2007,Gerick Bergsma,Motu Ahi,Barrier reef,3,Rubble,0.36
6,2007,Mar,2/2/2007,Gerick Bergsma,Motu Ahi,Barrier reef,3,Sand,0.2
6,2007,Mar,2/2/2007,Gerick Bergsma,Motu Ahi,Barrier reef,3,Pavement,0.16
6,2007,Mar,2/2/2007,Gerick Bergsma,Motu Ahi,Fringing reef,1,Montipora,0.02
6,2007,Mar,2/2/2007,Gerick Bergsma,Motu Ahi,Fringing reef,1,Dictyota,0.1
6,2007,Mar,2/2/2007,Gerick Bergsma,Motu Ahi,Fringing reef,1,Halimeda,0.02
6,2007,Mar,2/2/2007,Gerick Bergsma,Motu Ahi,Fringing reef,1,Padina,0.16
6,2007,Mar,2/2/2007,Gerick Bergsma,Motu Ahi,Fringing reef,1,Rubble,0.58
6,2007,Mar,2/2/2007,Gerick Bergsma,Motu Ahi,Fringing reef,1,Sand,0.1
6,2007,Mar,2/2/2007,Gerick Bergsma,Motu Ahi,Fringing reef,1,Pavement,0.02
6,2007,Mar,2/2/2007,Gerick Bergsma,Motu Ahi,Fringing reef,2,Montipora,0.4
6,2007,Mar,2/2/2007,Gerick Bergsma,Motu Ahi,Fringing reef,2,Porites,0.02
6,2007,Mar,2/2/2007,Gerick Bergsma,Motu Ahi,Fringing reef,2,Synarea,0.02
6,2007,Mar,2/2/2007,Gerick Bergsma,Motu Ahi,Fringing reef,2,Rubble,0.36
6,2007,Mar,2/2/2007,Gerick Bergsma,Motu Ahi,Fringing reef,2,Sand,0.02
6,2007,Mar,2/2/2007,Gerick Bergsma,Motu Ahi,Fringing reef,2,Stegastes Turf,0.14
6,2007,Mar,2/2/2007,Gerick Bergsma,Motu Ahi,Fringing reef,2,Pavement,0.04
6,2007,Mar,2/2/2007,Gerick Bergsma,Motu Ahi,Fringing reef,3,Montipora,0.02
6,2007,Mar,2/2/2007,Gerick Bergsma,Motu Ahi,Fringing reef,3,Synarea,0.44
6,2007,Mar,2/2/2007,Gerick Bergsma,Motu Ahi,Fringing reef,3,Halimeda,0.02
6,2007,Mar,2/2/2007,Gerick Bergsma,Motu Ahi,Fringing reef,3,Rubble,0.46
6,2007,Mar,2/2/2007,Gerick Bergsma,Motu Ahi,Fringing reef,3,Stegastes Turf,0.06
6,2007,Mar,6/2/2007,Yannick Chancerelle,Motu Ahi,Outer slope,1,Acropora,0.1
6,2007,Mar,6/2/2007,Yannick Chancerelle,Motu Ahi,Outer slope,1,Leptastrea,0.02
6,2007,Mar,6/2/2007,Yannick Chancerelle,Motu Ahi,Outer slope,1,Astreopora,0.02
6,2007,Mar,6/2/2007,Yannick Chancerelle,Motu Ahi,Outer slope,1,Montipora,0.02
6,2007,Mar,6/2/2007,Yannick Chancerelle,Motu Ahi,Outer slope,1,Pocillopora,0.3
6,2007,Mar,6/2/2007,Yannick Chancerelle,Motu Ahi,Outer slope,1,Dead coral,0.04
6,2007,Mar,6/2/2007,Yannick Chancerelle,Motu Ahi,Outer slope,1,Rubble,0.08
6,2007,Mar,6/2/2007,Yannick Chancerelle,Motu Ahi,Outer slope,1,Sand,0.04
6,2007,Mar,6/2/2007,Yannick Chancerelle,Motu Ahi,Outer slope,1,Other,0.04
6,2007,Mar,6/2/2007,Yannick Chancerelle,Motu Ahi,Outer slope,1,Pavement,0.34
6,2007,Mar,6/2/2007,Yannick Chancerelle,Motu Ahi,Outer slope,2,Acropora,0.1
6,2007,Mar,6/2/2007,Yannick Chancerelle,Motu Ahi,Outer slope,2,Montipora,0.02
6,2007,Mar,6/2/2007,Yannick Chancerelle,Motu Ahi,Outer slope,2,Pocillopora,0.32
6,2007,Mar,6/2/2007,Yannick Chancerelle,Motu Ahi,Outer slope,2,Dead coral,0.04
6,2007,Mar,6/2/2007,Yannick Chancerelle,Motu Ahi,Outer slope,2,Rubble,0.12
6,2007,Mar,6/2/2007,Yannick Chancerelle,Motu Ahi,Outer slope,2,Sand,0.02
6,2007,Mar,6/2/2007,Yannick Chancerelle,Motu Ahi,Outer slope,2,Pavement,0.38
6,2007,Mar,6/2/2007,Yannick Chancerelle,Motu Ahi,Outer slope,3,Acropora,0.08
6,2007,Mar,6/2/2007,Yannick Chancerelle,Motu Ahi,Outer slope,3,Leptastrea,0.02
6,2007,Mar,6/2/2007,Yannick Chancerelle,Motu Ahi,Outer slope,3,Pavona,0.02
6,2007,Mar,6/2/2007,Yannick Chancerelle,Motu Ahi,Outer slope,3,Pocillopora,0.28
6,2007,Mar,6/2/2007,Yannick Chancerelle,Motu Ahi,Outer slope,3,Porites,0.02
6,2007,Mar,6/2/2007,Yannick Chancerelle,Motu Ahi,Outer slope,3,Dead coral,0.08
6,2007,Mar,6/2/2007,Yannick Chancerelle,Motu Ahi,Outer slope,3,Rubble,0.08
6,2007,Mar,6/2/2007,Yannick Chancerelle,Motu Ahi,Outer slope,3,Pavement,0.42
6,2007,Mar,2/2/2007,Gerick Bergsma,Nuarei,Barrier reef,1,Montipora,0.02
6,2007,Mar,2/2/2007,Gerick Bergsma,Nuarei,Barrier reef,1,Porites,0.34
6,2007,Mar,2/2/2007,Gerick Bergsma,Nuarei,Barrier reef,1,Synarea,0.04
6,2007,Mar,2/2/2007,Gerick Bergsma,Nuarei,Barrier reef,1,Sand,0.5
6,2007,Mar,2/2/2007,Gerick Bergsma,Nuarei,Barrier reef,1,Stegastes Turf,0.02
6,2007,Mar,2/2/2007,Gerick Bergsma,Nuarei,Barrier reef,1,Pavement,0.08
6,2007,Mar,2/2/2007,Gerick Bergsma,Nuarei,Barrier reef,2,Montipora,0.18
6,2007,Mar,2/2/2007,Gerick Bergsma,Nuarei,Barrier reef,2,Porites,0.12
6,2007,Mar,2/2/2007,Gerick Bergsma,Nuarei,Barrier reef,2,Napopora,0.04
6,2007,Mar,2/2/2007,Gerick Bergsma,Nuarei,Barrier reef,2,Rubble,0.02
6,2007,Mar,2/2/2007,Gerick Bergsma,Nuarei,Barrier reef,2,Sand,0.26
6,2007,Mar,2/2/2007,Gerick Bergsma,Nuarei,Barrier reef,2,Pavement,0.38
6,2007,Mar,2/2/2007,Gerick Bergsma,Nuarei,Barrier reef,3,Acropora,0.34
6,2007,Mar,2/2/2007,Gerick Bergsma,Nuarei,Barrier reef,3,Montipora,0.1
6,2007,Mar,2/2/2007,Gerick Bergsma,Nuarei,Barrier reef,3,Porites,0.1
6,2007,Mar,2/2/2007,Gerick Bergsma,Nuarei,Barrier reef,3,Napopora,0.02
6,2007,Mar,2/2/2007,Gerick Bergsma,Nuarei,Barrier reef,3,Synarea,0.12
6,2007,Mar,2/2/2007,Gerick Bergsma,Nuarei,Barrier reef,3,Rubble,0.14
6,2007,Mar,2/2/2007,Gerick Bergsma,Nuarei,Barrier reef,3,Sand,0.1
6,2007,Mar,2/2/2007,Gerick Bergsma,Nuarei,Barrier reef,3,Stegastes Turf,0.08
6,2007,Mar,2/2/2007,Gerick Bergsma,Nuarei,Fringing reef,1,Cyanophycea,0.02
6,2007,Mar,2/2/2007,Gerick Bergsma,Nuarei,Fringing reef,1,Sand,0.98
6,2007,Mar,2/2/2007,Gerick Bergsma,Nuarei,Fringing reef,2,Synarea,0.02
6,2007,Mar,2/2/2007,Gerick Bergsma,Nuarei,Fringing reef,2,Cyanophycea,0.04
6,2007,Mar,2/2/2007,Gerick Bergsma,Nuarei,Fringing reef,2,Rubble,0.04
6,2007,Mar,2/2/2007,Gerick Bergsma,Nuarei,Fringing reef,2,Sand,0.9
6,2007,Mar,2/2/2007,Gerick Bergsma,Nuarei,Fringing reef,3,Sand,1
6,2007,Mar,5/2/2007,Yannick Chancerelle,Nuarei,Outer slope,1,Acropora,0.12
6,2007,Mar,5/2/2007,Yannick Chancerelle,Nuarei,Outer slope,1,Astreopora,0.04
6,2007,Mar,5/2/2007,Yannick Chancerelle,Nuarei,Outer slope,1,Pocillopora,0.3
6,2007,Mar,5/2/2007,Yannick Chancerelle,Nuarei,Outer slope,1,Dead coral,0.06
6,2007,Mar,5/2/2007,Yannick Chancerelle,Nuarei,Outer slope,1,Macroalgae,0.02
6,2007,Mar,5/2/2007,Yannick Chancerelle,Nuarei,Outer slope,1,Rubble,0.1
6,2007,Mar,5/2/2007,Yannick Chancerelle,Nuarei,Outer slope,1,Sand,0.02
6,2007,Mar,5/2/2007,Yannick Chancerelle,Nuarei,Outer slope,1,Pavement,0.34
6,2007,Mar,5/2/2007,Yannick Chancerelle,Nuarei,Outer slope,2,Acropora,0.14
6,2007,Mar,5/2/2007,Yannick Chancerelle,Nuarei,Outer slope,2,Favia,0.02
6,2007,Mar,5/2/2007,Yannick Chancerelle,Nuarei,Outer slope,2,Pocillopora,0.26
6,2007,Mar,5/2/2007,Yannick Chancerelle,Nuarei,Outer slope,2,Porites,0.06
6,2007,Mar,5/2/2007,Yannick Chancerelle,Nuarei,Outer slope,2,Dead coral,0.02
6,2007,Mar,5/2/2007,Yannick Chancerelle,Nuarei,Outer slope,2,Rubble,0.14
6,2007,Mar,5/2/2007,Yannick Chancerelle,Nuarei,Outer slope,2,Pavement,0.36
6,2007,Mar,5/2/2007,Yannick Chancerelle,Nuarei,Outer slope,3,Acropora,0.16
6,2007,Mar,5/2/2007,Yannick Chancerelle,Nuarei,Outer slope,3,Leptastrea,0.02
6,2007,Mar,5/2/2007,Yannick Chancerelle,Nuarei,Outer slope,3,Pocillopora,0.28
6,2007,Mar,5/2/2007,Yannick Chancerelle,Nuarei,Outer slope,3,Dead coral,0.02
6,2007,Mar,5/2/2007,Yannick Chancerelle,Nuarei,Outer slope,3,Halimeda,0.08
6,2007,Mar,5/2/2007,Yannick Chancerelle,Nuarei,Outer slope,3,Rubble,0.16
6,2007,Mar,5/2/2007,Yannick Chancerelle,Nuarei,Outer slope,3,Sand,0.02
6,2007,Mar,5/2/2007,Yannick Chancerelle,Nuarei,Outer slope,3,Pavement,0.26
6,2007,Mar,31/1/2007,Gerick Bergsma,Pihaena,Barrier reef,1,Dictyota,0.04
6,2007,Mar,31/1/2007,Gerick Bergsma,Pihaena,Barrier reef,1,Halimeda,0.02
6,2007,Mar,31/1/2007,Gerick Bergsma,Pihaena,Barrier reef,1,Rubble,0.02
6,2007,Mar,31/1/2007,Gerick Bergsma,Pihaena,Barrier reef,1,Sand,0.86
6,2007,Mar,31/1/2007,Gerick Bergsma,Pihaena,Barrier reef,1,Pavement,0.06
6,2007,Mar,31/1/2007,Gerick Bergsma,Pihaena,Barrier reef,2,Montipora,0.02
6,2007,Mar,31/1/2007,Gerick Bergsma,Pihaena,Barrier reef,2,Sand,0.74
6,2007,Mar,31/1/2007,Gerick Bergsma,Pihaena,Barrier reef,2,Pavement,0.24
6,2007,Mar,31/1/2007,Gerick Bergsma,Pihaena,Barrier reef,3,Montipora,0.04
6,2007,Mar,31/1/2007,Gerick Bergsma,Pihaena,Barrier reef,3,Porites,0.06
6,2007,Mar,31/1/2007,Gerick Bergsma,Pihaena,Barrier reef,3,Sand,0.8
6,2007,Mar,31/1/2007,Gerick Bergsma,Pihaena,Barrier reef,3,Pavement,0.1
6,2007,Mar,31/1/2007,Gerick Bergsma,Pihaena,Fringing reef,1,Porites,0.04
6,2007,Mar,31/1/2007,Gerick Bergsma,Pihaena,Fringing reef,1,Rubble,0.3
6,2007,Mar,31/1/2007,Gerick Bergsma,Pihaena,Fringing reef,1,Sand,0.54
6,2007,Mar,31/1/2007,Gerick Bergsma,Pihaena,Fringing reef,1,Stegastes Turf,0.04
6,2007,Mar,31/1/2007,Gerick Bergsma,Pihaena,Fringing reef,1,Pavement,0.08
6,2007,Mar,31/1/2007,Gerick Bergsma,Pihaena,Fringing reef,2,Porites,0.12
